full_name;m  ;*=Y   ;Date/Time   ;IP max  ;PS max ;TS  ;Vel km/s ;Years     ;IP cum   ;PS cum ;a;e;i;om;w;q;ad;per_y;data_arc;condition_code;n_obs_used;n_del_obs_used;n_dop_obs_used;H;pha;spkid;pdes;name;prefix;neo;sats;G;M1;M2;K1;K2;PC;diameter;extent;albedo;rot_per;GM;BV;UB;IR;spec_B;spec_T;H_sigma;diameter_sigma;orbit_id;epoch;epoch_mjd;epoch_cal;equinox;ma;n;tp;tp_cal;per;moid;moid_ld;moid_jup;t_jup;sigma_e;sigma_a;sigma_q;sigma_i;sigma_om;sigma_w;sigma_ma;sigma_ad;sigma_n;sigma_tp;sigma_per;class;producer;first_obs;last_obs;rms;two_body;A1;A1_sigma;A2;A2_sigma;A3;A3_sigma;DT;DT_sigma
2019PO1;10 ;*    ;2091-08-11 11:57 ;3.81E-6 ;-7.21 ;0 ;11.35  ;2084-2121 ;1.38E-5 ;-6.72 ;1.036;0.0610;1.12;328.23;250.43;0.973;1.10;1.05;47;4;55;;;27.80;N;3843512;2019 PO1;;;Y;0;;;;;;;;;;;;;;;;;0.35;;16;2461000.5;61000;2025-11-21.0;J2000;77.27;0.9348;2460917.84;2025-08-30.3;385;0.00626;2.43;3.86;5.91;6.1e-06;3.2e-06;3.3e-06;9.5e-05;3.0e-05;1.3e-03;1.2e-02;3.4e-06;4.4e-06;1.2e-02;1.8e-03;APO;Otto Matic;2019-08-09;2019-09-25;.72697;;;;;;;;;
2017WY27;10 ;*    ;2116-11-25 18:02 ;3.67E-7 ;-8.19 ;0 ;13.80  ;2062-2118 ;1.42E-6 ;-7.54 ;1.076;0.2469;5.20;242.99;90.62;0.811;1.34;1.12;2;6;32;;;27.90;N;3789741;2017 WY27;;;Y;0;;;;;;;;;;;;;;;;;;;2;2461000.5;61000;2025-11-21.0;J2000;115.95;0.8825;2460869.10;2025-07-12.6;408;0.000304;0.118;3.97;5.71;2.3e-04;1.5e-04;1.4e-04;4.5e-03;4.4e-04;9.2e-03;5.9e-01;1.9e-04;1.9e-04;6.4e-01;8.7e-02;APO;Otto Matic;2017-11-26;2017-11-28;.3698;;;;;;;;;
2020FG;10 ;*    ;2107-03-22 19:42 ;2.32E-7 ;-8.16 ;0 ;18.54  ;2103-2107 ;3.22E-7 ;-8.01 ;2.373;0.6488;1.82;182.88;50.02;0.834;3.91;3.66;1;7;34;;;27.90;N;54016200;2020 FG;;;Y;0;;;;;;;;;;;;;;;;;0.31;;2;2461000.5;61000;2025-11-21.0;J2000;189.40;0.2696;2461633.34;2027-08-15.8;1.34e+03;0.00235;0.915;1.09;3.22;5.2e-04;3.1e-03;1.4e-04;8.4e-04;3.1e-03;3.6e-03;1.1e+00;5.2e-03;5.3e-04;5.3e+00;2.6e+00;APO;Otto Matic;2020-03-16;2020-03-17;.34256;;;;;;;;;
2024TK5;10 ;*    ;2028-10-08 18:02 ;2.91E-4 ;-3.74 ;0 ;14.31  ;2028-2076 ;2.91E-4 ;-3.74 ;2.515;0.6117;3.02;195.60;199.28;0.977;4.05;3.99;2;7;24;;;27.70;N;54488495;2024 TK5;;;Y;0;;;;;;;;;;;;;;;;;0.68;;2;2461000.5;61000;2025-11-21.0;J2000;97.13;0.2471;2460607.38;2024-10-23.8;1.46e+03;0.000575;0.224;1.39;3.17;3.4e-04;2.2e-03;1.3e-05;1.4e-03;4.3e-05;2.3e-03;1.3e-01;3.5e-03;3.2e-04;2.7e-04;1.9e+00;APO;Otto Matic;2024-10-06;2024-10-08;.65313;;;;;;;;;
2025CM1;10 ;*    ;2122-02-03 02:11 ;2.57E-6 ;-7.19 ;0 ;13.91  ;2110-2123 ;3.71E-6 ;-7.02 ;1.012;0.2624;5.75;133.68;258.66;0.746;1.28;1.02;5;6;28;;;27.75;N;54518709;2025 CM1;;;Y;0;;;;;;;;;;;;;;;;;0.30;;2;2461000.5;61000;2025-11-21.0;J2000;353.60;0.9682;2461007.11;2025-11-27.6;372;0.00259;1.01;4.14;5.99;2.4e-04;8.1e-05;1.8e-04;5.7e-03;5.1e-04;2.7e-03;5.9e-02;1.0e-04;1.2e-04;6.2e-02;4.5e-02;APO;Otto Matic;2025-02-03;2025-02-08;.44579;;;;;;;;;
2020VN1;10 ;*    ;2115-11-03 04:45 ;3.01E-4 ;-5.42 ;0 ;11.56  ;2115-2115 ;3.01E-4 ;-5.42 ;0.9802;0.0632;3.51;43.92;255.04;0.918;1.04;0.97;500;2;146;;;27.93;N;54087576;2020 VN1;;;Y;0;;;;;;;;;;;;;;;;;0.45;;20;2461000.5;61000;2025-11-21.0;J2000;166.43;1.016;2460836.63;2025-06-10.1;354;0.000696;0.271;3.98;6.17;6.4e-07;1.5e-07;7.7e-07;2.5e-05;2.7e-05;3.1e-05;3.9e-04;1.6e-07;2.4e-07;3.4e-04;8.3e-05;ATE;Otto Matic;2020-11-08;2022-03-23;.35124;;;;;;;;;
2018CM;10 ;*    ;2072-02-08 09:40 ;1.48E-5 ;-6.24 ;0 ;14.67  ;2042-2120 ;2.29E-5 ;-6.09 ;2.005;0.5324;1.50;138.69;31.57;0.937;3.07;2.84;1;7;33;;;27.80;N;3799002;2018 CM;;;Y;0;;;;;;;;;;;;;;;;;;;3;2461000.5;61000;2025-11-21.0;J2000;258.27;0.3473;2461293.43;2026-09-09.9;1.04e+03;0.000186;0.0723;1.9;3.65;6.7e-04;3.1e-03;9.9e-05;1.4e-03;1.2e-04;2.7e-03;2.2e+00;4.7e-03;8.0e-04;7.1e+00;2.4e+00;APO;Otto Matic;2018-02-05;2018-02-06;.42843;;;;;;;;;
2018DU1;10 ;*    ;2118-03-03 12:58 ;9.73E-7 ;-7.74 ;0 ;13.03  ;2088-2121 ;1.24E-6 ;-7.61 ;0.8875;0.2337;1.16;344.10;309.20;0.680;1.09;0.836;2;7;31;;;27.70;N;3799744;2018 DU1;;;Y;0;;;;;;;;;;;;;;;;;;;3;2461000.5;61000;2025-11-21.0;J2000;336.11;1.179;2461020.77;2025-12-11.2;305;0.000755;0.294;4.03;6.67;3.7e-04;7.7e-05;3.9e-04;2.2e-03;2.0e-02;1.9e-02;5.7e-01;9.5e-05;1.5e-04;4.9e-01;4.0e-02;ATE;Otto Matic;2018-02-25;2018-02-27;.50255;;;;;;;;;
2024JR1;10 ;*    ;2076-05-07 09:11 ;1.75E-4 ;-4.96 ;0 ;17.12  ;2076-2085 ;1.77E-4 ;-4.96 ;1.476;0.4596;6.00;47.28;249.54;0.798;2.15;1.79;2;7;53;;;27.74;N;54439717;2024 JR1;;;Y;0;;;;;;;;;;;;;;;;;0.36;;3;2461000.5;61000;2025-11-21.0;J2000;282.09;0.5498;2461142.20;2026-04-11.7;655;0.00202;0.785;3.08;4.47;2.4e-04;5.0e-04;8.3e-05;2.3e-03;5.5e-05;1.3e-03;1.4e-01;7.3e-04;2.8e-04;3.3e-01;3.3e-01;APO;Otto Matic;2024-05-04;2024-05-06;.51472;;;;;;;;;
2024TT;10 ;*    ;2103-10-01 23:53 ;4.59E-8 ;-8.88 ;0 ;13.23  ;2079-2122 ;9.39E-8 ;-8.61 ;1.031;0.1367;10.39;7.53;274.36;0.890;1.17;1.05;6;6;18;;;27.57;N;54486929;2024 TT;;;Y;0;;;;;;;;;;;;;;;;;0.52;;3;2461000.5;61000;2025-11-21.0;J2000;102.10;0.9411;2460892.01;2025-08-04.5;383;9.2e-05;0.0358;3.9;5.91;1.8e-04;1.0e-04;9.9e-05;1.2e-02;2.1e-04;1.5e-02;9.3e-02;1.2e-04;1.4e-04;8.3e-02;5.7e-02;APO;Otto Matic;2024-10-02;2024-10-08;.26732;;;;;;;;;
2025EM;10 ;*    ;2076-09-18 05:17 ;1.44E-5 ;-6.43 ;0 ;11.42  ;2058-2125 ;2.84E-5 ;-6.19 ;1.025;0.0910;0.67;313.40;109.73;0.932;1.12;1.04;20;5;29;;;28.09;N;54522253;2025 EM;;;Y;0;;;;;;;;;;;;;;;;;0.30;;3;2461000.5;61000;2025-11-21.0;J2000;338.97;0.9492;2461022.65;2025-12-13.1;379;0.00011;0.0429;3.98;5.96;5.8e-05;2.0e-05;4.2e-05;4.7e-04;1.9e-03;6.7e-03;8.7e-03;2.1e-05;2.7e-05;9.8e-03;1.1e-02;APO;Otto Matic;2025-03-02;2025-03-22;.36229;;;;;;;;;
2016EL1;10 ;*    ;2087-09-06 11:59 ;1.13E-7 ;-8.17 ;0 ;22.95  ;2073-2121 ;4.76E-7 ;-7.61 ;1.789;0.6586;4.01;164.63;87.69;0.611;2.97;2.39;;7;27;;;27.80;N;3745052;2016 EL1;;;Y;0;;;;;;;;;;;;;;;;;;;4;2461000.5;61000;2025-11-21.0;J2000;1.75;0.4119;2460996.25;2025-11-16.7;874;0.000617;0.24;2.1;3.79;2.2e-04;8.4e-04;1.1e-04;1.9e-03;2.2e-03;1.1e-02;1.6e+00;1.4e-03;2.9e-04;3.8e+00;6.2e-01;APO;Otto Matic;2016-03-03;2016-03-03;.55921;;;;;;;;;
2017UJ43;10 ;*    ;2079-11-06 23:29 ;1.09E-5 ;-6.49 ;0 ;13.15  ;2050-2109 ;1.81E-5 ;-6.20 ;1.17;0.2647;2.91;44.94;67.34;0.860;1.48;1.27;6;7;21;;;27.70;N;3788146;2017 UJ43;;;Y;0;;;;;;;;;;;;;;;;;;;4;2461000.5;61000;2025-11-21.0;J2000;85.28;0.7791;2460891.04;2025-08-03.5;462;0.000902;0.351;3.63;5.36;3.9e-04;3.8e-04;1.8e-04;6.9e-03;4.7e-02;2.9e-02;1.2e+00;4.8e-04;3.8e-04;1.5e+00;2.2e-01;APO;Otto Matic;2017-10-28;2017-11-03;.6485;;;;;;;;;
2019TC2;10 ;*    ;2113-10-01 04:39 ;2.91E-6 ;-7.18 ;0 ;15.78  ;2110-2119 ;1.43E-5 ;-6.50 ;1.282;0.3580;8.50;187.12;108.00;0.823;1.74;1.45;19;7;22;;;27.90;N;3878573;2019 TC2;;;Y;0;;;;;;;;;;;;;;;;;0.33;;4;2461000.5;61000;2025-11-21.0;J2000;118.78;0.6788;2460825.52;2025-05-30.0;530;0.00201;0.782;3.48;4.97;4.7e-04;7.0e-04;1.5e-04;9.2e-03;1.3e-03;7.8e-03;1.2e+00;9.5e-04;5.6e-04;1.7e+00;4.4e-01;APO;Otto Matic;2019-10-05;2019-10-24;.6361;;;;;;;;;
2021AC2;10 ;*    ;2079-04-06 17:55 ;2.44E-7 ;-8.19 ;0 ;12.95  ;2079-2079 ;2.44E-7 ;-8.19 ;0.8712;0.2434;0.85;100.09;231.29;0.659;1.08;0.813;3;6;35;;;27.89;N;54104721;2021 AC2;;;Y;0;;;;;;;;;;;;;;;;;0.37;;4;2461000.5;61000;2025-11-21.0;J2000;109.50;1.212;2460910.15;2025-08-22.6;297;0.00119;0.463;4.18;6.77;1.3e-04;4.0e-05;1.4e-04;1.2e-03;9.6e-03;7.8e-03;1.5e-01;5.0e-05;8.4e-05;1.2e-01;2.1e-02;ATE;Otto Matic;2021-01-06;2021-01-09;.64407;;;;;;;;;
2021CN5;10 ;*    ;2112-02-15 14:45 ;1.60E-5 ;-6.26 ;0 ;19.55  ;2109-2122 ;2.93E-5 ;-6.00 ;1.1;0.4921;5.64;325.43;287.47;0.559;1.64;1.15;3;7;25;;;27.80;N;54115824;2021 CN5;;;Y;0;;;;;;;;;;;;;;;;;0.34;;4;2461000.5;61000;2025-11-21.0;J2000;357.33;0.8544;2461003.63;2025-11-24.1;421;0.0018;0.699;3.42;5.53;3.4e-04;3.1e-04;2.2e-04;4.6e-03;6.9e-05;1.3e-03;6.2e-01;4.6e-04;3.6e-04;7.2e-01;1.8e-01;APO;Otto Matic;2021-02-10;2021-02-13;.28091;;;;;;;;;
2021GU12;10 ;*    ;2097-04-06 23:18 ;7.15E-8 ;-8.77 ;0 ;14.24  ;2047-2114 ;7.16E-8 ;-8.77 ;1.13;0.3169;1.28;15.93;95.08;0.772;1.49;1.2;7;7;30;;;27.82;N;54137511;2021 GU12;;;Y;0;;;;;;;;;;;;;;;;;0.26;;4;2461000.5;61000;2025-11-21.0;J2000;356.39;0.8202;2461004.90;2025-11-25.3;439;0.00101;0.395;3.63;5.49;4.0e-04;3.1e-04;2.3e-04;1.1e-03;2.6e-02;2.4e-02;6.4e-01;4.1e-04;3.4e-04;7.8e-01;1.8e-01;APO;Otto Matic;2021-04-13;2021-04-20;.70936;;;;;;;;;
2021LV;10 ;*    ;2073-05-27 17:54 ;1.06E-8 ;-9.28 ;0 ;18.52  ;2073-2073 ;1.06E-8 ;-9.28 ;1.313;0.4317;16.47;246.42;276.87;0.746;1.88;1.5;8;7;21;;;27.92;N;54153135;2021 LV;;;Y;0;;;;;;;;;;;;;;;;;0.32;;4;2461000.5;61000;2025-11-21.0;J2000;31.38;0.6549;2460952.58;2025-10-04.0;550;0.000644;0.251;3.24;4.83;1.9e-04;8.0e-06;2.4e-04;1.1e-02;1.4e-03;3.0e-02;4.0e-01;1.2e-05;6.0e-06;6.2e-01;5.0e-03;APO;Otto Matic;2021-06-01;2021-06-09;.32094;;;;;;;;;
2021UG2;10 ;*    ;2103-10-27 13:38 ;5.66E-7 ;-7.81 ;0 ;17.19  ;2075-2119 ;1.60E-6 ;-7.35 ;1.808;0.5320;6.54;213.30;123.59;0.846;2.77;2.43;4;7;39;;;27.92;N;54212699;2021 UG2;;;Y;0;;;;;;;;;;;;;;;;;0.43;;4;2461000.5;61000;2025-11-21.0;J2000;259.02;0.4055;2461249.53;2026-07-28.0;888;0.00225;0.877;2.66;3.87;3.5e-04;1.2e-03;7.6e-05;3.0e-03;8.2e-04;2.4e-04;6.2e-01;1.8e-03;4.0e-04;1.8e+00;8.8e-01;APO;Otto Matic;2021-10-27;2021-10-31;.50881;;;;;;;;;
2022DA3;10 ;*    ;2077-03-01 20:59 ;5.56E-7 ;-7.69 ;0 ;15.12  ;2071-2110 ;5.78E-7 ;-7.67 ;1.053;0.2572;11.69;341.25;271.76;0.782;1.32;1.08;3;7;32;;;27.85;N;54248559;2022 DA3;;;Y;0;;;;;;;;;;;;;;;;;0.27;;4;2461000.5;61000;2025-11-21.0;J2000;98.84;0.9122;2460892.14;2025-08-04.6;395;0.000504;0.196;3.74;5.79;3.2e-04;2.2e-04;1.8e-04;1.4e-02;1.1e-03;1.7e-02;3.6e-01;2.7e-04;2.8e-04;3.6e-01;1.2e-01;APO;Otto Matic;2022-02-26;2022-03-01;.51632;;;;;;;;;
2022WM6;10 ;*    ;2071-11-26 18:40 ;7.38E-7 ;-7.16 ;0 ;24.58  ;2071-2097 ;1.03E-6 ;-7.05 ;2.41;0.7456;0.32;297.94;40.38;0.613;4.21;3.74;5;7;41;;;27.80;N;54329634;2022 WM6;;;Y;0;;;;;;;;;;;;;;;;;0.42;;4;2461000.5;61000;2025-11-21.0;J2000;299.43;0.2634;2461230.46;2026-07-08.9;1.37e+03;0.00412;1.6;1.2;3.07;5.0e-04;4.2e-03;1.5e-04;2.9e-04;2.7e-02;2.7e-02;7.8e-01;7.3e-03;6.9e-04;3.6e+00;3.6e+00;APO;Otto Matic;2022-11-26;2022-12-01;.46218;;;;;;;;;
2024AM;10 ;*    ;2069-01-08 17:23 ;2.01E-4 ;-5.00 ;0 ;14.24  ;2069-2098 ;2.01E-4 ;-5.00 ;1.914;0.5097;2.61;108.55;29.54;0.939;2.89;2.65;5;7;28;;;27.83;N;54418797;2024 AM;;;Y;0;;;;;;;;;;;;;;;;;0.30;;4;2461000.5;61000;2025-11-21.0;J2000;245.19;0.3721;2461309.01;2026-09-25.5;967;0.00043;0.168;2.16;3.76;1.9e-04;7.1e-04;1.2e-05;7.1e-04;2.3e-04;4.9e-04;1.4e-01;1.1e-03;2.1e-04;5.4e-01;5.4e-01;APO;Otto Matic;2024-01-03;2024-01-08;.33979;;;;;;;;;
2018WA3;10 ;*    ;2055-11-28 19:29 ;1.16E-7 ;-7.98 ;0 ;19.83  ;2055-2060 ;1.18E-7 ;-7.97 ;1.821;0.5973;4.51;66.49;287.21;0.733;2.91;2.46;10;7;31;;;28.00;N;3836706;2018 WA3;;;Y;0;;;;;;;;;;;;;;;;;0.44;;5;2461000.5;61000;2025-11-21.0;J2000;321.54;0.4011;2461096.40;2026-02-24.9;898;0.00134;0.52;2.54;3.8;2.9e-04;9.9e-04;1.4e-04;2.6e-03;2.1e-03;9.3e-03;1.1e+00;1.6e-03;3.3e-04;2.9e+00;7.3e-01;APO;Otto Matic;2018-11-29;2018-12-09;.44052;;;;;;;;;
2019CM5;10 ;*    ;2099-02-02 02:43 ;8.99E-7 ;-7.79 ;0 ;12.42  ;2065-2099 ;2.11E-6 ;-7.33 ;1.638;0.4001;0.40;115.72;11.85;0.983;2.29;2.1;26;7;27;;;27.85;N;3838267;2019 CM5;;;Y;0;;;;;;;;;;;;;;;;;0.44;;5;2461000.5;61000;2025-11-21.0;J2000;89.30;0.4702;2460810.58;2025-05-15.0;766;0.000664;0.258;2.79;4.21;2.7e-04;7.3e-04;8.5e-06;2.3e-04;3.2e-03;3.4e-03;7.9e-01;1.0e-03;3.2e-04;1.5e+00;5.1e-01;APO;Otto Matic;2019-02-10;2019-03-08;.46341;;;;;;;;;
2020WF5;10 ;*    ;2095-11-27 10:44 ;6.12E-6 ;-6.79 ;0 ;14.11  ;2082-2098 ;1.59E-5 ;-6.37 ;1.384;0.3525;4.88;64.97;309.47;0.896;1.87;1.63;12;7;35;;;27.78;N;54096095;2020 WF5;;;Y;0;;;;;;;;;;;;;;;;;0.42;;5;2461000.5;61000;2025-11-21.0;J2000;45.67;0.6053;2460925.05;2025-09-06.5;595;0.00113;0.44;3.59;4.72;2.4e-04;4.3e-04;5.7e-05;2.8e-03;3.9e-04;9.8e-04;5.4e-01;5.8e-04;2.8e-04;8.6e-01;2.8e-01;APO;Otto Matic;2020-11-27;2020-12-09;.41961;;;;;;;;;
2023ES1;10 ;*    ;2047-05-05 23:54 ;1.01E-5 ;-6.15 ;0 ;13.62  ;2047-2108 ;4.45E-5 ;-5.85 ;1.925;0.4917;0.69;53.44;146.14;0.978;2.87;2.67;5;7;28;;;27.84;N;54347979;2023 ES1;;;Y;0;;;;;;;;;;;;;;;;;0.32;;5;2461000.5;61000;2025-11-21.0;J2000;354.76;0.3691;2461014.69;2025-12-05.1;975;0.00176;0.683;2.09;3.76;5.3e-04;2.0e-03;1.4e-05;4.9e-04;2.0e-02;1.7e-02;5.4e-01;2.9e-03;5.7e-04;1.5e+00;1.5e+00;APO;Otto Matic;2023-03-14;2023-03-19;.47281;;;;;;;;;
2023XG4;10 ;*    ;2106-12-01 02:09 ;1.06E-5 ;-6.56 ;0 ;14.08  ;2065-2106 ;1.42E-5 ;-6.37 ;1.347;0.3396;5.13;247.83;127.29;0.890;1.80;1.56;10;7;25;;;27.88;N;54414589;2023 XG4;;;Y;0;;;;;;;;;;;;;;;;;0.54;;5;2461000.5;61000;2025-11-21.0;J2000;121.06;0.6304;2460808.46;2025-05-12.9;571;0.00078;0.303;3.67;4.82;2.7e-04;4.6e-04;6.0e-05;3.4e-03;1.2e-03;1.8e-03;2.5e-01;6.1e-04;3.2e-04;3.0e-01;2.9e-01;APO;Otto Matic;2023-12-06;2023-12-16;.55449;;;;;;;;;
2017FD3;10 ;*    ;2087-03-18 00:20 ;6.24E-9 ;-9.64 ;0 ;15.85  ;2087-2087 ;6.24E-9 ;-9.64 ;2.014;0.5618;2.64;177.77;311.99;0.883;3.15;2.86;13;7;37;;;27.70;N;3771635;2017 FD3;;;Y;0;;;;;;;;;;;;;;;;;;;6;2461000.5;61000;2025-11-21.0;J2000;24.73;0.3449;2460928.79;2025-09-10.2;1.04e+03;0.000859;0.334;1.95;3.61;3.3e-04;1.5e-03;1.2e-05;1.4e-03;6.0e-04;2.4e-04;1.3e+00;2.4e-03;3.9e-04;3.7e+00;1.2e+00;APO;Otto Matic;2017-03-19;2017-04-01;.42677;;;;;;;;;
2022KX2;10 ;*    ;2107-11-07 07:28 ;1.01E-6 ;-7.72 ;0 ;13.12  ;2069-2122 ;4.80E-6 ;-6.97 ;1.044;0.2416;0.93;44.58;94.91;0.792;1.30;1.07;11;6;22;;;27.77;N;54280224;2022 KX2;;;Y;0;;;;;;;;;;;;;;;;;0.38;;6;2461000.5;61000;2025-11-21.0;J2000;175.23;0.9244;2460810.94;2025-05-15.4;389;0.000911;0.354;3.72;5.86;1.8e-04;8.1e-05;1.2e-04;7.0e-04;1.3e-03;3.0e-03;1.6e-01;1.0e-04;1.1e-04;1.5e-01;4.5e-02;APO;Otto Matic;2022-05-23;2022-06-03;.25066;;;;;;;;;
2022QO2;10 ;*    ;2070-08-20 06:33 ;9.15E-6 ;-6.15 ;0 ;21.12  ;2070-2118 ;1.10E-5 ;-6.09 ;2;0.6517;0.75;145.18;104.58;0.696;3.30;2.83;3;7;25;;;27.66;N;54296739;2022 QO2;;;Y;0;;;;;;;;;;;;;;;;;0.37;;6;2461000.5;61000;2025-11-21.0;J2000;70.67;0.3486;2460797.74;2025-05-02.2;1.03e+03;0.000607;0.236;1.75;3.54;3.1e-04;6.8e-04;3.8e-04;6.5e-04;1.1e+00;1.2e+00;8.3e-01;1.1e-03;1.8e-04;2.3e+00;5.3e-01;APO;Otto Matic;2022-08-21;2022-08-24;.42208;;;;;;;;;
2018RJ3;10 ;*    ;2070-09-08 03:27 ;2.41E-7 ;-8.07 ;0 ;13.82  ;2070-2070 ;2.41E-7 ;-8.07 ;1.329;0.3066;6.09;165.40;129.07;0.921;1.74;1.53;8;6;48;;;27.80;N;3827354;2018 RJ3;;;Y;0;;;;;;;;;;;;;;;;;0.36;;7;2461000.5;61000;2025-11-21.0;J2000;280.00;0.6434;2461124.84;2026-03-25.3;560;0.000342;0.133;3.46;4.87;1.3e-04;2.0e-04;2.9e-05;2.1e-03;7.4e-05;2.1e-04;4.0e-01;2.6e-04;1.5e-04;6.5e-01;1.3e-01;APO;Otto Matic;2018-09-09;2018-09-17;.42254;;;;;;;;;
2018WJ;10 ;*    ;2045-11-17 22:13 ;4.91E-7 ;-7.03 ;0 ;22.04  ;2045-2096 ;1.46E-6 ;-6.66 ;2.257;0.7025;1.71;56.31;76.65;0.671;3.84;3.39;2;7;81;;;27.90;N;3836269;2018 WJ;;;Y;0;;;;;;;;;;;;;;;;;0.63;;7;2461000.5;61000;2025-11-21.0;J2000;8.95;0.2907;2460969.72;2025-10-21.2;1.24e+03;0.000206;0.0802;1.24;3.24;4.5e-04;2.6e-03;2.4e-04;1.1e-03;1.7e-02;1.7e-02;1.4e+00;4.4e-03;5.0e-04;4.8e+00;2.1e+00;APO;Otto Matic;2018-11-17;2018-11-19;.30082;;;;;;;;;
2019FB1;10 ;*    ;2117-04-02 20:35 ;1.20E-6 ;-7.62 ;0 ;13.72  ;2117-2117 ;1.20E-6 ;-7.62 ;1.762;0.4512;3.85;12.91;203.69;0.967;2.56;2.34;3;6;86;;;27.76;N;3840703;2019 FB1;;;Y;0;;;;;;;;;;;;;;;;;0.38;;7;2461000.5;61000;2025-11-21.0;J2000;293.63;0.4214;2461158.00;2026-04-27.4;854;0.00325;1.26;2.42;3.99;1.6e-04;4.9e-04;1.9e-05;7.8e-04;1.3e-03;8.2e-04;4.3e-01;7.2e-04;1.8e-04;1.1e+00;3.6e-01;APO;Otto Matic;2019-03-28;2019-03-31;.4954;;;;;;;;;
2021RB6;10 ;*    ;2080-09-09 19:38 ;7.85E-4 ;-4.66 ;0 ;14.50  ;2075-2117 ;8.51E-4 ;-4.63 ;1.822;0.4626;8.79;347.40;335.09;0.979;2.66;2.46;21;6;61;;;28.02;N;54194352;2021 RB6;;;Y;0;;;;;;;;;;;;;;;;;0.45;;7;2461000.5;61000;2025-11-21.0;J2000;262.52;0.4008;2461243.70;2026-07-22.1;898;0.000829;0.323;2.68;3.89;1.2e-04;3.8e-04;7.4e-06;1.5e-03;7.3e-05;3.5e-04;2.0e-01;5.6e-04;1.3e-04;5.6e-01;2.8e-01;APO;Otto Matic;2021-09-10;2021-10-01;.44008;;;;;;;;;
2022KE5;10 ;*    ;2075-05-27 09:00 ;4.01E-6 ;-6.67 ;0 ;20.34  ;2075-2115 ;8.84E-6 ;-6.40 ;1.913;0.6291;4.04;67.49;100.38;0.709;3.12;2.65;6;7;39;;;27.98;N;54280760;2022 KE5;;;Y;0;;;;;;;;;;;;;;;;;0.60;;7;2461000.5;61000;2025-11-21.0;J2000;132.61;0.3726;2460644.60;2024-11-30.0;966;0.00289;1.12;1.87;3.66;3.8e-04;1.7e-03;1.0e-04;2.2e-03;7.3e-05;6.1e-04;6.5e-01;2.7e-03;4.9e-04;1.3e+00;1.3e+00;APO;Otto Matic;2022-05-28;2022-06-03;.48964;;;;;;;;;
2022OR1;10 ;*    ;2114-07-16 11:55 ;2.82E-5 ;-6.45 ;0 ;12.04  ;2114-2121 ;2.95E-5 ;-6.43 ;1.189;0.1758;4.09;114.38;138.03;0.980;1.40;1.3;33;5;22;;;27.96;N;54291599;2022 OR1;;;Y;0;;;;;;;;;;;;;;;;;0.14;;7;2461000.5;61000;2025-11-21.0;J2000;239.02;0.7598;2461159.71;2026-04-29.2;474;0.000893;0.347;3.62;5.31;2.3e-05;2.9e-05;3.7e-06;4.2e-04;1.2e-04;2.5e-04;3.5e-02;3.4e-05;2.7e-05;5.2e-02;1.7e-02;APO;Otto Matic;2022-07-22;2022-08-24;.48518;;;;;;;;;
2011FQ6;10 ;*    ;2075-03-23 23:31 ;3.09E-5 ;-5.87 ;0 ;15.34  ;2053-2115 ;5.49E-5 ;-5.69 ;0.9799;0.3516;5.16;182.99;246.49;0.635;1.32;0.97;3;6;24;;;27.70;N;3560079;2011 FQ6;;;Y;0;;;;;;;;;;;;;;;;;;;8;2461000.5;61000;2025-11-21.0;J2000;114.84;1.016;2460887.48;2025-07-30.9;354;0.000201;0.0782;3.97;6.12;4.1e-04;1.8e-04;2.9e-04;5.4e-03;1.6e-02;8.6e-03;1.7e+00;2.4e-04;2.7e-04;1.6e+00;9.5e-02;ATE;Otto Matic;2011-03-27;2011-03-30;.46967;;;;;;;;;
2016AF2;10 ;*    ;2103-03-29 08:51 ;3.67E-9 ;-10.12 ;0 ;12.66  ;2093-2103 ;4.18E-9 ;-10.06 ;0.884;0.2152;0.56;45.20;276.63;0.694;1.07;0.831;12;6;22;;;27.90;N;3739154;2016 AF2;;;Y;0;;;;;;;;;;;;;;;;;;;8;2461000.5;61000;2025-11-21.0;J2000;78.52;1.186;2460934.29;2025-09-15.7;304;0.00622;2.42;4.13;6.69;7.4e-05;1.8e-04;7.6e-05;9.2e-03;1.0e+00;9.6e-01;5.3e-01;2.2e-04;3.6e-04;4.3e-01;9.3e-02;ATE;Otto Matic;2016-01-01;2016-01-13;.64271;;;;;;;;;
2020WG5;10 ;*    ;2086-11-25 01:18 ;2.21E-4 ;-5.24 ;0 ;12.67  ;2086-2121 ;2.96E-4 ;-5.15 ;1.235;0.2533;1.05;71.30;304.88;0.922;1.55;1.37;14;6;54;;;27.75;N;54096096;2020 WG5;;;Y;0;;;;;;;;;;;;;;;;;0.45;;8;2461000.5;61000;2025-11-21.0;J2000;256.57;0.7182;2461144.52;2026-04-14.0;501;0.00232;0.901;3.91;5.16;7.2e-05;9.4e-05;1.9e-05;2.7e-04;1.5e-04;1.3e-03;1.5e-01;1.2e-04;8.2e-05;2.3e-01;5.7e-02;APO;Otto Matic;2020-11-27;2020-12-11;.57213;;;;;;;;;
