full_name;m  ;*=Y   ;Date/Time   ;IP max  ;PS max ;TS  ;Vel km/s ;Years     ;IP cum   ;PS cum ;a;e;i;om;w;q;ad;per_y;data_arc;condition_code;n_obs_used;n_del_obs_used;n_dop_obs_used;H;pha;spkid;pdes;name;prefix;neo;sats;G;M1;M2;K1;K2;PC;diameter;extent;albedo;rot_per;GM;BV;UB;IR;spec_B;spec_T;H_sigma;diameter_sigma;orbit_id;epoch;epoch_mjd;epoch_cal;equinox;ma;n;tp;tp_cal;per;moid;moid_ld;moid_jup;t_jup;sigma_e;sigma_a;sigma_q;sigma_i;sigma_om;sigma_w;sigma_ma;sigma_ad;sigma_n;sigma_tp;sigma_per;class;producer;first_obs;last_obs;rms;two_body;A1;A1_sigma;A2;A2_sigma;A3;A3_sigma;DT;DT_sigma
2011QF48;30 ;*    ;2067-08-26 23:57 ;2.17E-7 ;-6.51 ;0 ;22.84  ;2067-2067 ;2.17E-7 ;-6.51 ;2.13;0.6356;21.54;153.68;113.55;0.776;3.48;3.11;22;7;47;;;25.40;N;3577068;2011 QF48;;;Y;0;;;;;;;;;;;;;;;;;;;11;2461000.5;61000;2025-11-21.0;J2000;224.10;0.317;2461429.15;2027-01-23.6;1.14e+03;0.000678;0.264;2.16;3.36;3.5e-04;2.1e-03;4.0e-05;7.4e-03;7.0e-03;3.0e-03;2.4e+00;3.5e-03;4.8e-04;8.3e+00;1.7e+00;APO;Otto Matic;2011-08-30;2011-09-21;.37891;;;;;;;;;
2020LV;30 ;*    ;2109-06-22 02:25 ;3.98E-6 ;-5.97 ;0 ;12.05  ;2109-2122 ;4.31E-6 ;-5.94 ;0.9145;0.1528;5.51;91.85;319.26;0.775;1.05;0.875;9;4;40;2;1;25.30;N;54017418;2020 LV;;;Y;0;;;;;;;;;;;;;;;;;0.27;;11;2461000.5;61000;2025-11-21.0;J2000;301.24;1.127;2461052.64;2026-01-12.1;319;0.005;1.95;4.14;6.51;2.3e-06;1.9e-06;3.7e-06;6.2e-05;2.0e-05;2.8e-04;6.7e-03;2.2e-06;3.5e-06;6.1e-03;9.8e-04;ATE;Otto Matic;2020-06-14;2020-06-23;.34878;;;;;;;;;
2021GX9;30 ;*    ;2032-04-16 21:51 ;5.03E-5 ;-3.49 ;0 ;20.17  ;2032-2032 ;5.03E-5 ;-3.49 ;1.965;0.6205;4.13;207.12;70.86;0.746;3.18;2.76;14;7;44;;;25.36;N;54137440;2021 GX9;;;Y;0;;;;;;;;;;;;;;;;;0.41;;11;2461000.5;61000;2025-11-21.0;J2000;224.51;0.3577;2461379.27;2026-12-04.7;1.01e+03;0.000154;0.0599;1.99;3.61;2.2e-04;1.0e-03;3.2e-05;1.4e-03;8.5e-03;7.8e-03;4.5e-01;1.7e-03;2.8e-04;1.6e+00;8.0e-01;APO;Otto Matic;2021-04-03;2021-04-17;.64719;;;;;;;;;
2008JL3;30 ;*    ;2027-05-01 09:05 ;1.49E-4 ;-2.73 ;0 ;14.01  ;2027-2122 ;1.61E-4 ;-2.73 ;2.153;0.5471;0.89;40.38;155.59;0.975;3.33;3.16;7;7;35;;;25.30;N;3410213;2008 JL3;;;Y;0;;;;;;;;;;;;;;;;;;;12;2461000.5;61000;2025-11-21.0;J2000;201.49;0.3119;2461508.72;2027-04-13.2;1.15e+03;0.000249;0.097;1.63;3.49;6.2e-04;2.5e-03;2.0e-04;2.3e-04;9.2e-03;4.1e-03;3.6e+00;3.9e-03;5.4e-04;1.2e+01;2.0e+00;APO;Otto Matic;2008-05-02;2008-05-09;.3732;;;;;;;;;
2009OW6;30 ;*    ;2080-08-20 09:24 ;1.93E-5 ;-5.07 ;0 ;13.01  ;2074-2120 ;1.99E-5 ;-5.06 ;1.954;0.4818;0.12;96.29;229.31;1.013;2.90;2.73;13;7;52;;;25.40;N;3465252;2009 OW6;;;Y;0;;;;;;;;;;;;;;;;;;;12;2461000.5;61000;2025-11-21.0;J2000;343.59;0.3608;2461045.99;2026-01-05.4;998;0.00147;0.573;2.46;3.74;6.5e-04;2.3e-03;1.0e-04;1.3e-04;2.2e-02;2.5e-02;3.9e+00;3.3e-03;6.3e-04;1.1e+01;1.7e+00;APO;Otto Matic;2009-07-27;2009-08-09;.49095;;;;;;;;;
2021AL1;30 ;*    ;2105-05-13 01:04 ;5.35E-8 ;-7.55 ;0 ;17.18  ;2105-2105 ;5.35E-8 ;-7.55 ;1.989;0.5755;0.20;58.91;112.81;0.845;3.13;2.81;13;7;69;;;25.28;N;54104546;2021 AL1;;;Y;0;;;;;;;;;;;;;;;;;0.48;;12;2461000.5;61000;2025-11-21.0;J2000;247.27;0.3513;2461321.41;2026-10-07.9;1.02e+03;0.000585;0.228;1.84;3.63;5.7e-04;2.6e-03;3.4e-05;7.1e-05;1.0e-01;9.9e-02;1.2e+00;4.1e-03;6.8e-04;4.0e+00;2.0e+00;APO;Otto Matic;2021-01-04;2021-01-17;.63853;;;;;;;;;
1993UA;30 ;*    ;2111-10-21 04:53 ;5.04E-7 ;-6.82 ;0 ;14.60  ;2111-2111 ;5.04E-7 ;-6.82 ;2.019;0.5253;4.61;26.81;330.43;0.959;3.08;2.87;3;7;15;;;25.40;N;3092118;1993 UA;;;Y;0;;;;;;;;;;;;;;;;;;;13;2461000.5;61000;2025-11-21.0;J2000;69.55;0.3435;2460798.00;2025-05-02.4;1.05e+03;0.00296;1.15;2.37;3.63;2.5e-03;1.3e-02;1.2e-03;5.6e-02;1.2e-03;3.6e-01;6.3e+00;2.0e-02;3.4e-03;1.6e+01;1.0e+01;APO;Otto Matic;1993-10-21;1993-10-24;.63062;;;;;;;;;
2011AK37;30 ;*    ;2097-01-16 21:59 ;3.60E-6 ;-5.66 ;0 ;16.31  ;2097-2097 ;3.60E-6 ;-5.66 ;2.834;0.6611;3.62;118.74;321.92;0.960;4.71;4.77;38;7;40;;;25.10;N;3555203;2011 AK37;;;Y;0;;;;;;;;;;;;;;;;;;;13;2461000.5;61000;2025-11-21.0;J2000;42.27;0.2066;2460795.92;2025-04-30.4;1.74e+03;0.0181;7.02;0.61;2.94;2.6e-04;1.7e-03;1.7e-04;1.2e-03;2.4e-03;3.4e-03;1.1e+00;2.8e-03;1.8e-04;4.9e+00;1.5e+00;APO;Otto Matic;2011-01-04;2011-02-11;.54333;;;;;;;;;
2020RK;30 ;*    ;2101-08-31 22:05 ;3.62E-10 ;-9.76 ;0 ;16.46  ;2101-2101 ;3.62E-10 ;-9.76 ;2.021;0.5522;8.04;338.20;315.77;0.905;3.14;2.87;42;5;114;;;25.30;N;54053732;2020 RK;;;Y;0;;;;;;;;;;;;;;;;;0.39;;13;2461000.5;61000;2025-11-21.0;J2000;305.15;0.3431;2461160.37;2026-04-29.8;1.05e+03;0.00162;0.631;2.12;3.6;2.6e-05;1.1e-04;4.8e-06;2.7e-04;1.4e-04;1.5e-04;5.4e-02;1.7e-04;2.7e-05;1.7e-01;8.3e-02;APO;Otto Matic;2020-09-02;2020-10-14;.40501;;;;;;;;;
2007EV;30 ;*    ;2117-03-18 16:55 ;1.79E-6 ;-6.06 ;0 ;15.41  ;2088-2118 ;5.42E-6 ;-5.54 ;1.091;0.3077;8.17;357.27;268.72;0.755;1.43;1.14;5;7;53;;;25.00;N;3370286;2007 EV;;;Y;0;;;;;;;;;;0.12874;;;;;;;;;15;2461000.5;61000;2025-11-21.0;J2000;87.27;0.8655;2460899.66;2025-08-12.1;416;0.00425;1.65;3.66;5.63;3.8e-04;2.5e-04;2.4e-04;9.1e-03;9.7e-03;1.6e-02;1.8e+00;3.3e-04;3.0e-04;2.0e+00;1.4e-01;APO;Otto Matic;2007-03-10;2007-03-15;.69923;;;;;;;;;
2010XU;30 ;*    ;2093-08-19 22:40 ;1.32E-7 ;-7.31 ;0 ;12.80  ;2058-2093 ;1.43E-7 ;-7.26 ;1.331;0.2941;0.71;324.39;49.36;0.940;1.72;1.54;14;7;69;;;25.36;N;3552770;2010 XU;;;Y;0;;;;;;;;;;;;;;;;;;;15;2461000.5;61000;2025-11-21.0;J2000;299.58;0.6418;2461094.64;2026-02-23.1;561;0.000486;0.189;3.74;4.88;4.9e-04;7.8e-04;1.0e-04;1.5e-03;4.4e-03;6.3e-03;3.1e+00;1.0e-03;5.7e-04;4.9e+00;4.9e-01;APO;Otto Matic;2010-11-30;2010-12-14;.68608;;;;;;;;;
2025JP;30 ;*    ;2102-06-14 03:24 ;1.98E-6 ;-6.14 ;0 ;12.64  ;2102-2125 ;8.59E-6 ;-5.58 ;1.631;0.3833;0.19;272.31;1.60;1.006;2.26;2.08;60;5;56;;;25.29;N;54528924;2025 JP;;;Y;0;;;;;;;;;;;;;;;;;0.71;;15;2461000.5;61000;2025-11-21.0;J2000;72.93;0.4732;2460846.38;2025-06-19.8;761;0.00089;0.346;2.86;4.22;2.4e-05;6.3e-05;3.3e-07;8.6e-06;5.3e-04;4.4e-04;4.2e-03;8.8e-05;2.8e-05;1.3e-04;4.4e-02;APO;Otto Matic;2025-05-02;2025-07-01;.4453;;;;;;;;;
2018EL4;30 ;*    ;2115-03-08 16:19 ;8.25E-8 ;-7.66 ;0 ;12.50  ;2102-2115 ;2.50E-7 ;-7.17 ;1.064;0.1973;3.18;168.49;271.03;0.854;1.27;1.1;30;5;85;;;25.35;N;3801935;2018 EL4;;;Y;0;;;;;;;;;;;;;;;;;;;16;2461000.5;61000;2025-11-21.0;J2000;72.14;0.8981;2460920.18;2025-09-01.6;401;0.0055;2.14;3.91;5.78;2.5e-05;1.9e-05;1.1e-05;4.0e-04;1.6e-04;6.6e-04;6.6e-02;2.3e-05;2.4e-05;7.1e-02;1.1e-02;APO;Otto Matic;2018-03-14;2018-04-13;.54597;;;;;;;;;
2018LM;30 ;*    ;2120-06-01 00:48 ;5.24E-10 ;-9.80 ;0 ;12.21  ;2120-2120 ;5.24E-10 ;-9.80 ;0.8693;0.1971;7.09;72.18;20.79;0.698;1.04;0.81;28;6;103;;;25.28;N;3825088;2018 LM;;;Y;0;;;;;;;;;;;;;;;;;;;17;2461000.5;61000;2025-11-21.0;J2000;226.02;1.216;2461110.67;2026-03-11.1;296;0.00695;2.7;4.08;6.78;3.7e-05;2.0e-05;4.9e-05;1.8e-03;1.9e-04;2.0e-04;1.2e-01;2.4e-05;4.3e-05;1.0e-01;1.0e-02;ATE;Otto Matic;2018-05-28;2018-06-25;.43652;;;;;;;;;
2006BC8;30 ;*    ;2103-07-27 11:10 ;7.85E-6 ;-5.32 ;0 ;17.26  ;2050-2121 ;1.32E-5 ;-5.06 ;1.227;0.4314;6.89;303.25;91.30;0.698;1.76;1.36;15;7;80;;;25.10;N;3313733;2006 BC8;;;Y;0;;;;;;;;;;;;;;;;;;;18;2461000.5;61000;2025-11-21.0;J2000;253.85;0.7251;2461146.89;2026-04-16.3;496;0.00121;0.47;3.7;5.11;3.1e-04;1.4e-04;3.0e-04;6.6e-03;2.3e-03;1.1e-02;2.7e+00;2.0e-04;1.3e-04;3.7e+00;8.6e-02;APO;Otto Matic;2006-01-23;2006-02-07;.73166;;;;;;;;;
2006SC;30 ;*    ;2053-09-13 14:41 ;3.09E-6 ;-5.38 ;0 ;16.57  ;2053-2121 ;3.10E-6 ;-5.38 ;1.113;0.3501;10.43;350.75;265.31;0.723;1.50;1.17;27;6;107;;;25.10;N;3342249;2006 SC;;;Y;0;;;;;;;;;;;;;;;;;;;18;2461000.5;61000;2025-11-21.0;J2000;178.14;0.8393;2460788.24;2025-04-22.7;429;0.000507;0.197;3.58;5.53;9.4e-05;6.9e-05;6.0e-05;2.4e-03;4.1e-03;1.6e-03;6.0e-01;9.4e-05;7.8e-05;6.9e-01;4.0e-02;APO;Otto Matic;2006-09-16;2006-10-13;.55666;;;;;;;;;
2025DE1;30 ;*    ;2067-02-20 15:23 ;4.73E-9 ;-8.24 ;0 ;16.24  ;2067-2080 ;9.35E-9 ;-7.99 ;1.493;0.4668;0.80;332.07;111.86;0.796;2.19;1.82;28;6;188;;;25.03;N;54520160;2025 DE1;;;Y;0;;;;;;;;;;;;;;;;;0.37;;22;2461000.5;61000;2025-11-21.0;J2000;173.44;0.5404;2460679.54;2025-01-04.0;666;0.000215;0.0837;3.07;4.43;7.9e-05;1.8e-04;2.4e-05;1.2e-04;5.9e-05;3.3e-04;3.2e-02;2.6e-04;9.6e-05;2.1e-03;1.2e-01;APO;Otto Matic;2025-02-20;2025-03-20;.36132;;;;;;;;;
2014FX32;30 ;*    ;2076-03-12 03:26 ;1.10E-6 ;-6.09 ;0 ;14.38  ;2076-2076 ;1.10E-6 ;-6.09 ;1.783;0.4818;3.78;172.22;320.80;0.924;2.64;2.38;75;5;68;;;25.00;N;3666540;2014 FX32;;;Y;0;;;;;;;;;;;;;;;;;;;24;2461000.5;61000;2025-11-21.0;J2000;340.48;0.4138;2461047.67;2026-01-07.1;870;0.000663;0.258;2.43;3.94;1.7e-05;5.4e-05;3.0e-06;1.1e-04;2.4e-05;5.9e-05;8.1e-02;7.9e-05;1.9e-05;2.0e-01;3.9e-02;APO;Otto Matic;2014-03-14;2014-05-28;.47104;;;;;;;;;
2019RT3;30 ;*    ;2087-09-11 01:16 ;2.55E-6 ;-5.93 ;0 ;13.54  ;2075-2115 ;3.19E-6 ;-5.83 ;1.807;0.4517;4.60;348.02;340.38;0.991;2.62;2.43;68;4;121;;;25.20;N;3843850;2019 RT3;;;Y;0;;;;;;;;;;;;;;;;;0.41;;27;2461000.5;61000;2025-11-21.0;J2000;204.90;0.4059;2461382.66;2026-12-08.1;887;0.000785;0.305;2.74;3.93;7.0e-06;2.2e-05;2.9e-07;5.1e-05;1.1e-05;4.8e-05;1.7e-02;3.3e-05;7.6e-06;5.0e-02;1.7e-02;APO;Otto Matic;2019-09-11;2019-11-18;.36813;;;;;;;;;
2020HF;30 ;*    ;2110-04-16 20:36 ;3.77E-7 ;-6.87 ;0 ;13.62  ;2089-2117 ;9.52E-7 ;-6.47 ;0.8818;0.2782;0.31;267.67;74.10;0.637;1.13;0.828;2;6;24;;;25.20;N;54016545;2020 HF;;;Y;0;;;;;;;;;;;;;;;;;0.34;;3;2461000.5;61000;2025-11-21.0;J2000;164.30;1.19;2460862.47;2025-07-05.9;302;0.00202;0.787;4.21;6.69;1.9e-04;1.6e-05;1.8e-04;1.9e-04;8.7e-02;8.9e-02;1.3e-01;2.1e-05;3.3e-05;1.1e-01;8.3e-03;ATE;Otto Matic;2020-04-16;2020-04-18;.51659;;;;;;;;;
2021WE3;30 ;*    ;2118-11-25 21:28 ;1.68E-7 ;-7.11 ;0 ;17.09  ;2027-2118 ;2.60E-7 ;-6.90 ;0.889;0.2519;21.42;62.17;230.99;0.665;1.11;0.838;11;7;19;;;25.18;N;54225006;2021 WE3;;;Y;0;;;;;;;;;;;;;;;;;0.22;;3;2461000.5;61000;2025-11-21.0;J2000;18.36;1.176;2460984.89;2025-11-05.3;306;0.00178;0.695;4.02;6.6;8.2e-05;6.3e-04;5.5e-04;8.1e-02;2.5e-03;2.1e-01;2.5e-01;7.9e-04;1.3e-03;1.9e-01;3.3e-01;ATE;Otto Matic;2021-11-28;2021-12-09;.58472;;;;;;;;;
2019BV2;30 ;*    ;2120-08-03 20:49 ;4.51E-10 ;-9.76 ;0 ;18.90  ;2120-2120 ;4.51E-10 ;-9.76 ;1.315;0.4999;0.66;134.87;82.06;0.657;1.97;1.51;26;7;49;;;25.50;N;3838021;2019 BV2;;;Y;0;;;;;;;;;;;;;;;;;0.42;;5;2461000.5;61000;2025-11-21.0;J2000;151.73;0.6538;2460768.44;2025-04-02.9;551;0.000892;0.347;3;4.83;2.0e-04;2.0e-04;1.6e-04;7.1e-04;5.1e-02;4.6e-02;6.3e-01;3.0e-04;1.5e-04;9.1e-01;1.3e-01;APO;Otto Matic;2019-01-02;2019-01-28;.51911;;;;;;;;;
2020HB3;30 ;*    ;2121-05-04 23:07 ;2.30E-5 ;-4.94 ;0 ;15.98  ;2105-2121 ;2.76E-5 ;-4.86 ;1.511;0.4066;11.25;43.71;230.72;0.897;2.13;1.86;33;7;43;;;25.12;N;54016644;2020 HB3;;;Y;0;;;;;;;;;;;;;;;;;0.39;;5;2461000.5;61000;2025-11-21.0;J2000;335.20;0.5305;2461047.24;2026-01-06.7;679;0.00396;1.54;3.03;4.41;2.6e-04;5.9e-04;3.6e-05;4.6e-03;1.1e-03;3.5e-03;6.0e-01;8.3e-04;3.1e-04;1.2e+00;4.0e-01;APO;Otto Matic;2020-03-23;2020-04-25;.50314;;;;;;;;;
2021PM1;30 ;*    ;2056-10-03 03:15 ;3.65E-8 ;-7.46 ;0 ;14.89  ;2056-2103 ;3.66E-8 ;-7.46 ;2.641;0.6380;0.78;195.12;152.53;0.956;4.33;4.29;4;7;53;;;25.44;N;54177990;2021 PM1;;;Y;0;;;;;;;;;;;;;;;;;0.46;;5;2461000.5;61000;2025-11-21.0;J2000;353.78;0.2296;2461027.59;2025-12-18.0;1.57e+03;7.65e-05;0.0298;1.11;3.07;6.5e-04;4.7e-03;2.2e-05;5.4e-04;1.9e-02;1.8e-02;9.4e-01;7.7e-03;6.1e-04;4.2e+00;4.2e+00;APO;Otto Matic;2021-08-05;2021-08-09;.47181;;;;;;;;;
2020MA1;30 ;*    ;2101-07-06 14:39 ;1.93E-10 ;-10.33 ;0 ;11.78  ;2101-2101 ;1.93E-10 ;-10.33 ;0.8883;0.2044;4.90;101.66;9.92;0.707;1.07;0.837;15;7;29;;;25.40;N;54017563;2020 MA1;;;Y;0;;;;;;;;;;;;;;;;;0.34;;6;2461000.5;61000;2025-11-21.0;J2000;334.93;1.177;2461021.80;2025-12-12.2;306;0.0345;13.4;4;6.66;2.2e-03;2.8e-03;3.0e-04;4.9e-03;8.4e-02;6.6e-01;1.6e+00;3.4e-03;5.6e-03;1.5e+00;1.5e+00;ATE;Otto Matic;2020-06-11;2020-06-26;.5065;;;;;;;;;
2024YH;30 ;*    ;2101-05-16 17:48 ;5.38E-6 ;-5.61 ;0 ;15.20  ;2067-2121 ;1.81E-5 ;-5.12 ;1.343;0.3925;2.16;55.20;107.21;0.816;1.87;1.56;6;7;48;;;25.24;N;54507434;2024 YH;;;Y;0;;;;;;;;;;;;;;;;;0.51;;6;2461000.5;61000;2025-11-21.0;J2000;177.79;0.6333;2460719.78;2025-02-13.2;568;0.000537;0.209;3.12;4.81;3.1e-04;5.3e-04;1.0e-04;1.9e-03;6.2e-03;4.6e-03;9.9e-02;7.3e-04;3.7e-04;9.1e-03;3.3e-01;APO;Otto Matic;2024-12-19;2024-12-25;.44826;;;;;;;;;
2023VD1;30 ;*    ;2113-01-27 20:45 ;1.16E-6 ;-6.25 ;0 ;14.06  ;2060-2123 ;6.44E-6 ;-5.49 ;1.798;0.4843;0.43;325.22;126.67;0.927;2.67;2.41;11;7;52;;;25.11;N;54402457;2023 VD1;;;Y;0;;;;;;;;;;;;;;;;;0.39;;7;2461000.5;61000;2025-11-21.0;J2000;289.46;0.4089;2461173.03;2026-05-12.5;880;0.00237;0.923;2.57;3.92;6.8e-04;2.3e-03;4.8e-05;5.5e-04;1.9e-02;1.8e-02;5.5e-01;3.4e-03;7.8e-04;1.7e+00;1.7e+00;APO;Otto Matic;2023-11-03;2023-11-14;.32286;;;;;;;;;
2025KB1;30 ;*    ;2068-05-19 16:32 ;2.52E-11 ;-10.71 ;0 ;13.91  ;2068-2068 ;2.52E-11 ;-10.71 ;0.8819;0.1987;14.66;238.96;154.33;0.707;1.06;0.828;6;5;150;;;25.25;N;54532961;2025 KB1;;;Y;0;;;;;;;;;;;;;;;;;0.44;;7;2461000.5;61000;2025-11-21.0;J2000;76.89;1.19;2460935.89;2025-09-17.3;303;0.0166;6.47;4.26;6.68;4.3e-05;1.5e-05;5.0e-05;5.2e-03;1.9e-05;3.6e-03;1.3e-02;1.8e-05;3.0e-05;9.5e-03;7.5e-03;ATE;Otto Matic;2025-05-20;2025-05-26;.48408;;;;;;;;;
2021TX2;30 ;*    ;2115-10-18 16:25 ;2.15E-7 ;-7.05 ;0 ;15.91  ;2115-2115 ;2.15E-7 ;-7.05 ;1.926;0.5467;3.11;204.77;226.88;0.873;2.98;2.67;20;7;63;;;25.21;N;54203015;2021 TX2;;;Y;0;;;;;;;;;;;;;;;;;0.45;;9;2461000.5;61000;2025-11-21.0;J2000;178.36;0.3688;2460516.87;2024-07-25.3;976;0.0026;1.01;2.35;3.72;2.9e-04;1.1e-03;5.3e-05;1.4e-03;6.8e-04;1.6e-03;4.8e-01;1.8e-03;3.3e-04;8.6e-01;8.6e-01;APO;Otto Matic;2021-09-26;2021-10-16;.54892;;;;;;;;;
2022QC1;30 ;*    ;2111-08-19 14:36 ;3.41E-6 ;-5.65 ;0 ;19.18  ;2103-2111 ;3.52E-6 ;-5.64 ;2.475;0.6567;9.21;145.82;125.36;0.850;4.10;3.89;26;7;48;;;25.28;N;54296532;2022 QC1;;;Y;0;;;;;;;;;;;;;;;;;0.48;;9;2461000.5;61000;2025-11-21.0;J2000;310.07;0.2531;2461197.75;2026-06-06.2;1.42e+03;0.00254;0.987;1.19;3.13;5.2e-04;3.2e-03;1.8e-04;5.6e-03;6.4e-03;7.1e-03;6.2e-01;5.4e-03;5.0e-04;2.8e+00;2.8e+00;APO;Otto Matic;2022-08-20;2022-09-15;.48417;;;;;;;;;
2025FR;30 ;*    ;2115-03-14 09:25 ;2.34E-6 ;-5.83 ;0 ;18.81  ;2115-2115 ;2.44E-6 ;-5.81 ;1.95;0.6045;5.45;174.31;290.26;0.771;3.13;2.72;15;7;92;;;25.25;N;54523987;2025 FR;;;Y;0;;;;;;;;;;;;;;;;;0.40;;9;2461000.5;61000;2025-11-21.0;J2000;107.26;0.3621;2460704.29;2025-01-28.7;994;0.00569;2.21;2.09;3.64;4.5e-04;2.0e-03;9.3e-05;3.3e-03;7.4e-04;1.4e-03;1.7e-01;3.2e-03;5.5e-04;1.1e-02;1.5e+00;APO;Otto Matic;2025-03-19;2025-04-03;.47397;;;;;;;;;
2022BE3;30 ;*    ;2050-08-04 06:29 ;1.48E-9 ;-8.25 ;0 ;25.13  ;2050-2050 ;1.48E-9 ;-8.25 ;2.793;0.7739;2.87;325.12;71.82;0.632;4.96;4.67;5;8;14;;;25.09;N;54240300;2022 BE3;;;Y;0;;;;;;;;;;;;;;;;;0.37;;JPL 1;2459605.5;59605;2022-01-26.0;J2000;10.97;0.2111;2459553.52;2021-12-05.0;1.71e+03;0.00918;3.57;0.601;2.79;1.8e-03;2.0e-02;5.2e-04;8.2e-03;1.6e-02;1.2e-02;1.3e-01;3.6e-02;2.3e-03;4.4e-02;1.9e+01;APO;Otto Matic;2022-01-23;2022-01-28;.68584;;;;;;;;;
2007KE4;30 ;*    ;2029-05-26 00:18 ;4.27E-5 ;-3.47 ;0 ;15.03  ;2026-2115 ;4.37E-5 ;-3.47 ;2.394;0.5737;9.37;65.10;194.44;1.020;3.77;3.7;2;8;33;;;25.20;N;3377868;2007 KE4;;;Y;0;;;;;;;;;;0.021408;;;;;;;;;JPL 10;2454245.5;54245;2007-05-25.0;J2000;356.30;0.2662;2454259.41;2007-06-07.9;1.35e+03;0.0167;6.51;1.33;3.27;1.8e-03;1.0e-02;2.5e-05;2.0e-02;1.2e-04;2.8e-03;2.6e-02;1.6e-02;1.7e-03;5.5e-03;8.8e+00;AMO;Otto Matic;2007-05-24;2007-05-26;.39147;;;;;;;;;
2007SN6;30 ;*    ;2059-09-18 15:11 ;5.64E-8 ;-6.97 ;0 ;21.46  ;2059-2059 ;5.64E-8 ;-6.97 ;2.356;0.6902;4.76;357.42;286.09;0.730;3.98;3.62;12;8;23;;;25.20;N;3386861;2007 SN6;;;Y;0;;;;;;;;;;;;;;;;;;;JPL 10;2454367.5;54367;2007-09-24.0;J2000;13.72;0.2726;2454317.16;2007-08-04.6;1.32e+03;0.00449;1.75;1.26;3.18;2.5e-03;1.7e-02;6.3e-04;1.5e-02;2.9e-03;5.4e-03;1.7e-01;2.9e-02;3.0e-03;5.8e-02;1.4e+01;APO;Otto Matic;2007-09-18;2007-09-30;.48711;;;;;;;;;
2011SE191;30 ;*    ;2118-09-23 12:50 ;6.86E-7 ;-6.35 ;0 ;18.27  ;2098-2118 ;6.86E-7 ;-6.35 ;2.58;0.6533;10.29;5.40;309.84;0.895;4.27;4.14;5;8;38;;;25.09;N;3580665;2011 SE191;;;Y;0;;;;;;;;;;;;;;;;;;;JPL 10;2455835.5;55835;2011-10-01.0;J2000;9.58;0.2378;2455795.22;2011-08-21.7;1.51e+03;0.0181;7.06;1.22;3.07;2.2e-03;1.5e-02;2.3e-04;2.4e-02;2.9e-03;6.0e-03;9.2e-02;2.5e-02;2.1e-03;2.5e-02;1.4e+01;APO;Otto Matic;2011-09-28;2011-10-03;.34414;;;;;;;;;
2021EU;30 ;*    ;2056-08-29 02:46 ;4.36E-5 ;-4.02 ;0 ;23.98  ;2056-2123 ;5.05E-5 ;-3.97 ;2.073;0.7274;3.84;157.84;268.78;0.565;3.58;2.98;16;8;38;;;25.43;N;54130040;2021 EU;;;Y;0;;;;;;;;;;;;;;;;;0.18;;JPL 11;2459279.5;59279;2021-03-06.0;J2000;17.21;0.3302;2459227.38;2021-01-12.8;1.09e+03;0.000121;0.0471;1.78;3.37;7.3e-04;4.7e-03;2.3e-04;3.9e-03;1.3e-03;2.4e-03;6.7e-02;8.1e-03;1.1e-03;2.4e-02;3.7e+00;APO;Otto Matic;2021-03-01;2021-03-17;.3663;;;;;;;;;
2009DV;30 ;*    ;2044-02-15 21:29 ;1.07E-9 ;-8.18 ;0 ;25.21  ;2044-2058 ;2.70E-9 ;-7.91 ;1.924;0.7251;4.13;333.80;76.02;0.529;3.32;2.67;7;8;40;;;24.90;N;3447910;2009 DV;;;Y;0;;;;;;;;;;;;;;;;;;;JPL 12;2454883.5;54883;2009-02-21.0;J2000;19.61;0.3694;2454830.42;2008-12-29.9;975;0.00976;3.8;2.12;3.54;2.2e-03;1.2e-02;8.4e-04;1.5e-02;2.5e-03;1.9e-03;2.2e-01;2.1e-02;3.5e-03;7.7e-02;9.3e+00;APO;Otto Matic;2009-02-17;2009-02-24;.57717;;;;;;;;;
1995CS;30 ;*    ;2042-02-03 14:40 ;4.66E-6 ;-4.70 ;0 ;27.80  ;2042-2062 ;5.16E-6 ;-4.68 ;1.923;0.7724;2.59;135.67;252.23;0.438;3.41;2.67;3;9;9;;;25.50;N;3092135;1995 CS;;;Y;0;;;;;;;;;;;;;;;;;;;JPL 13;2449754.5;49754;1995-02-06.0;J2000;17.90;0.3697;2449706.08;1994-12-19.5;974;0.00138;0.536;2.04;3.48;3.2e-03;2.1e-02;1.4e-03;1.5e-02;2.7e-03;1.8e-02;3.4e-01;3.7e-02;6.1e-03;1.3e-01;1.6e+01;APO;Otto Matic;1995-02-04;1995-02-07;.68572;;;;;;;;;
2006XV4;30 ;*    ;2101-12-09 11:17 ;1.08E-7 ;-7.18 ;0 ;14.48  ;2101-2101 ;1.08E-7 ;-7.18 ;2.591;0.6257;3.99;259.13;159.38;0.970;4.21;4.17;14;8;29;;;24.90;N;3363722;2006 XV4;;;Y;0;;;;;;;;;;;;;;;;;;;JPL 13;2454091.5;54091;2006-12-22.0;J2000;6.14;0.2363;2454065.53;2006-11-26.0;1.52e+03;0.00432;1.68;1.18;3.11;1.2e-03;7.9e-03;2.2e-05;5.3e-03;8.5e-04;4.2e-03;2.9e-02;1.3e-02;1.1e-03;2.5e-03;7.0e+00;APO;Otto Matic;2006-12-13;2006-12-27;.55747;;;;;;;;;
